NODE,SUBNET,WAS_M,DIVERT_AT,DIVERT_DOWN_M,TO_NODE,TO_SUBNET,EXTRA_M,DEF_M,RESCUED
N007161,S014,25.04,N007524,3099.3,N007564,S006,102.0,26.55,0
N000563,S007,25.03,N000922,1371.2,N000925,S004,274.9,13.36,0
N000633,S004,25.03,N001038,5043.3,N000999,S156,85.0,25.54,0
N001747,S003,25.03,N003270,3060.9,N003298,S160,116.2,25.19,0
N000593,S007,25.02,N001225,1942.8,N001502,S043,489.5,22.73,0
N004667,S005,25.02,N002822,5107.1,N002836,S092,81.5,25.58,0
N007333,S006,25.02,N007488,3841.3,N007474,S170,75.7,24.3,0
N000616,S007,25.0,N001225,1758.1,N001502,S043,489.5,22.71,0
N000542,S007,24.99,N001225,2588.2,N001502,S043,489.5,22.7,0
N000548,S007,24.99,N001225,1909.0,N001502,S043,489.5,22.7,0
N000576,S007,24.96,N001225,1648.9,N001502,S043,489.5,22.67,0
N004688,S005,24.96,N002822,5069.5,N002836,S092,81.5,25.52,0
N008484,S006,24.96,N008477,576.6,N008553,S013,348.5,21.89,0
N000523,S007,24.95,N001225,1994.5,N001502,S043,489.5,22.66,0
N004695,S005,24.95,N002822,5084.9,N002836,S092,81.5,25.5,0
N008034,S006,24.95,N007488,5756.4,N007474,S170,75.7,24.23,0
N000713,S007,24.94,N001225,2221.0,N001502,S043,489.5,22.65,0
N000757,S016,24.94,N001062,1205.5,N001118,S007,214.1,23.35,0
N008018,S006,24.93,N007488,5838.2,N007474,S170,75.7,24.21,0
N000613,S007,24.92,N001225,1644.6,N001502,S043,489.5,22.63,0
N004628,S005,24.89,N002822,5093.9,N002836,S092,81.5,25.45,0
N000695,S007,24.88,N001225,1977.9,N001502,S043,489.5,22.59,0
N000763,S016,24.88,N001062,1078.0,N001118,S007,214.1,23.29,0
N000603,S007,24.86,N001225,1812.4,N001502,S043,489.5,22.57,0
N004849,S005,24.86,N002822,5510.5,N002836,S092,81.5,25.41,0
N000573,S007,24.85,N001225,2549.9,N001502,S043,489.5,22.55,0
N000778,S016,24.84,N001062,1102.5,N001118,S007,214.1,23.25,0
N000561,S007,24.83,N000922,1570.4,N000925,S004,274.9,13.15,0
N000607,S007,24.82,N001225,1717.9,N001502,S043,489.5,22.53,0
N007127,S014,24.8,N007524,2925.0,N007564,S006,102.0,26.31,0
N007092,S014,24.79,N007524,3380.9,N007564,S006,102.0,26.3,0
N000791,S016,24.77,N001062,832.8,N001118,S007,214.1,23.18,0
N005476,S001,24.77,N005298,8683.6,N004766,S002,1536.5,25.64,0
N007395,S006,24.76,N007488,3980.8,N007474,S170,75.7,24.04,0
N000797,S004,24.75,N001038,4404.3,N000999,S156,85.0,25.27,0
N000812,S016,24.75,N001062,1116.4,N001118,S007,214.1,23.16,0
N003448,S005,24.75,N002822,3855.5,N002836,S092,81.5,25.31,0
N008441,S006,24.72,N008477,409.4,N008553,S013,348.5,21.64,0
N000585,S007,24.71,N001225,1733.6,N001502,S043,489.5,22.42,0
N000728,S004,24.71,N001038,4661.1,N000999,S156,85.0,25.22,0
N007424,S006,24.69,N007488,4165.2,N007474,S170,75.7,23.97,0
N003904,S005,24.67,N002822,4091.3,N002836,S092,81.5,25.22,0
N000574,S007,24.65,N001225,2673.5,N001502,S043,489.5,22.36,0
N000612,S007,24.65,N001225,1595.8,N001502,S043,489.5,22.36,0
N000642,S007,24.64,N001225,1888.2,N001502,S043,489.5,22.35,0
N007968,S006,24.63,N007488,5214.6,N007474,S170,75.7,23.91,0
N001548,S004,24.62,N001038,3921.7,N000999,S156,85.0,25.14,0
X000066,S006,24.62,N008477,1129.7,N008553,S013,348.5,21.54,0
N007383,S006,24.54,N007488,3897.8,N007474,S170,75.7,23.82,0
N007381,S006,24.53,N007488,3886.0,N007474,S170,75.7,23.81,0
N007401,S006,24.53,N007488,4310.0,N007474,S170,75.7,23.81,0
N000582,S007,24.52,N001225,1603.9,N001502,S043,489.5,22.23,0
N000637,S007,24.52,N001225,1798.5,N001502,S043,489.5,22.23,0
N000551,S007,24.49,N001225,1750.5,N001502,S043,489.5,22.2,0
N004606,S005,24.49,N002822,4923.9,N002836,S092,81.5,25.05,0
N005484,S001,24.49,N005298,8587.3,N004766,S002,1536.5,25.36,0
N003693,S005,24.48,N002822,3831.5,N002836,S092,81.5,25.04,0
N000773,S016,24.47,N001062,1079.6,N001118,S007,214.1,22.88,0
N007978,S006,24.47,N007488,5270.9,N007474,S170,75.7,23.75,0
N007704,S006,24.44,N007488,4821.2,N007474,S170,75.7,23.72,0
N001782,S003,24.39,N003270,3002.2,N003298,S160,116.2,24.55,0
N004662,S005,24.38,N002822,5001.1,N002836,S092,81.5,24.94,0
N005659,S001,24.38,N005298,9247.3,N004766,S002,1536.5,25.25,0
N000562,S007,24.36,N000922,1490.2,N000925,S004,274.9,12.68,0
N007385,S006,24.36,N007488,3853.2,N007474,S170,75.7,23.64,0
N007649,S006,24.35,N007488,4623.2,N007474,S170,75.7,23.63,0
N005629,S001,24.34,N005298,9308.0,N004766,S002,1536.5,25.21,0
N000564,S007,24.33,N000922,1439.5,N000925,S004,274.9,12.66,0
N008426,S006,24.32,N008477,323.0,N008553,S013,348.5,21.25,0
N007908,S006,24.29,N007488,5023.0,N007474,S170,75.7,23.57,0
N001810,S003,24.27,N003270,3038.7,N003298,S160,116.2,24.43,0
N000775,S016,24.22,N001062,1145.5,N001118,S007,214.1,22.62,0
N000975,S016,24.2,N001505,2286.2,N001604,S040,282.5,22.83,0
N008536,S006,24.18,N008527,256.5,N008564,S013,168.1,20.24,0
N007457,S006,24.17,N007488,4161.6,N007474,S170,75.7,23.45,0
N000547,S007,24.13,N001225,2000.2,N001502,S043,489.5,21.83,0
N000614,S007,24.12,N001225,1643.9,N001502,S043,489.5,21.83,0
N000788,S016,24.08,N001062,1033.4,N001118,S007,214.1,22.49,0
N000816,S016,24.08,N001062,750.6,N001118,S007,214.1,22.49,0
N000725,S007,24.06,N001225,1889.2,N001502,S043,489.5,21.76,0
N003488,S005,24.06,N002822,3762.1,N002836,S092,81.5,24.62,0
N004443,S005,24.06,N002822,4859.4,N002836,S092,81.5,24.62,0
N004788,S005,24.05,N002822,5741.7,N002836,S092,81.5,24.61,0
N000844,S004,24.04,N001038,4225.6,N000999,S156,85.0,24.56,0
X000010,S007,24.03,N001225,2239.0,N001502,S043,489.5,21.74,0
N001800,S003,24.02,N003270,2977.0,N003298,S160,116.2,24.19,0
N000701,S004,24.01,N001038,4768.9,N000999,S156,85.0,24.53,0
N007645,S006,24.01,N007488,4545.9,N007474,S170,75.7,23.29,0
N007925,S006,23.95,N007488,5091.7,N007474,S170,75.7,23.23,0
N002203,S003,23.94,N003270,3855.3,N003298,S160,116.2,24.1,0
N002215,S003,23.89,N003270,3745.1,N003298,S160,116.2,24.05,0
N008522,S006,23.88,N008527,172.5,N008564,S013,168.1,19.94,0
N007528,S006,23.86,N007488,4275.7,N007474,S170,75.7,23.14,0
N007421,S006,23.84,N007488,4228.0,N007474,S170,75.7,23.12,0
N007879,S006,23.84,N007488,4898.9,N007474,S170,75.7,23.12,0
N004073,S005,23.83,N002822,4205.5,N002836,S092,81.5,24.39,0
N007447,S006,23.82,N007488,4080.4,N007474,S170,75.7,23.1,0
N008035,S006,23.81,N007488,5615.8,N007474,S170,75.7,23.09,0
N004351,S005,23.79,N002822,4440.5,N002836,S092,81.5,24.35,0
N005534,S001,23.77,N005298,8425.8,N004766,S002,1536.5,24.64,0
N000799,S016,23.75,N001062,989.8,N001118,S007,214.1,22.16,0
N008668,S012,23.75,N008125,5120.5,N008145,S104,63.1,23.97,0
N002206,S003,23.74,N003270,3826.2,N003298,S160,116.2,23.9,0
X000065,S006,23.73,N008477,1049.8,N008553,S013,348.5,20.65,0
N000599,S007,23.72,N000922,1281.4,N000925,S004,274.9,12.05,0
N008699,S012,23.72,N008125,4893.9,N008145,S104,63.1,23.94,0
N007947,S006,23.69,N007488,5113.7,N007474,S170,75.7,22.97,0
N008674,S012,23.69,N008125,5071.8,N008145,S104,63.1,23.91,0
N000853,S016,23.68,N001505,1950.7,N001604,S040,282.5,22.32,0
N004319,S005,23.66,N002822,4428.7,N002836,S092,81.5,24.22,0
N007152,S014,23.66,N007524,2517.8,N007564,S006,102.0,25.17,0
N008703,S012,23.6,N008125,4871.5,N008145,S104,63.1,23.82,0
N007909,S006,23.59,N007488,5063.7,N007474,S170,75.7,22.87,0
X000043,S007,23.59,N001225,1997.3,N001502,S043,489.5,21.3,0
N004565,S005,23.58,N002822,4847.6,N002836,S092,81.5,24.14,0
N007361,S006,23.57,N007488,3648.2,N007474,S170,75.7,22.85,0
N000619,S007,23.55,N001225,1567.3,N001502,S043,489.5,21.26,0
N007884,S006,23.51,N007488,4934.7,N007474,S170,75.7,22.79,0
N001837,S003,23.5,N003270,2927.4,N003298,S160,116.2,23.66,0
N000835,S016,23.49,N001505,1872.1,N001604,S040,282.5,22.12,0
N000666,S007,23.48,N001225,1709.9,N001502,S043,489.5,21.19,0
N008446,S006,23.47,N008477,240.2,N008553,S013,348.5,20.4,0
N000794,S016,23.46,N001062,943.4,N001118,S007,214.1,21.87,0
N000806,S016,23.46,N001062,758.5,N001118,S007,214.1,21.86,0
N007513,S006,23.46,N007488,4190.6,N007474,S170,75.7,22.74,0
N000621,S007,23.44,N001225,1488.3,N001502,S043,489.5,21.15,0
N000727,S007,23.44,N001225,1796.7,N001502,S043,489.5,21.15,0
N000714,S007,23.43,N001225,2315.1,N001502,S043,489.5,21.13,0
N004543,S005,23.43,N002822,4819.9,N002836,S092,81.5,23.99,0
N000643,S007,23.41,N001225,2482.7,N001502,S043,489.5,21.12,0
N003603,S005,23.41,N002822,3725.6,N002836,S092,81.5,23.97,0
N000845,S021,23.38,N000845,0.0,N000715,S009,355.0,13.52,0
N004576,S005,23.37,N002822,4859.0,N002836,S092,81.5,23.93,0
N005999,S001,23.35,N005298,8626.2,N004766,S002,1536.5,24.22,0
N008756,S012,23.35,N008125,5210.4,N008145,S104,63.1,23.57,0
N004442,S005,23.33,N002822,4567.6,N002836,S092,81.5,23.89,0
N007325,S014,23.32,N007524,2825.5,N007564,S006,102.0,24.83,0
N007855,S006,23.32,N007488,4833.3,N007474,S170,75.7,22.6,0
N007877,S006,23.32,N007488,5111.0,N007474,S170,75.7,22.6,0
N000638,S007,23.31,N000922,1436.7,N000925,S004,274.9,11.64,0
N000622,S007,23.3,N000922,1401.0,N000925,S004,274.9,11.63,0
N004473,S005,23.3,N002822,4689.7,N002836,S092,81.5,23.86,0
N004479,S005,23.3,N002822,4667.4,N002836,S092,81.5,23.86,0
N007890,S018,23.3,N007850,421.1,N008099,S012,1048.0,19.19,0
N004564,S005,23.28,N002822,4824.6,N002836,S092,81.5,23.84,0
N007110,S014,23.28,N007524,3290.4,N007564,S006,102.0,24.79,0
N000699,S007,23.26,N001225,1712.5,N001502,S043,489.5,20.97,0
N000685,S007,23.23,N001225,1671.7,N001502,S043,489.5,20.94,0
N002016,S003,23.23,N003270,3193.6,N003298,S160,116.2,23.39,0
N000847,S021,23.22,N001886,2766.8,N001826,S040,222.7,23.28,0
N007099,S014,23.19,N007524,3487.4,N007564,S006,102.0,24.7,0
N000579,S007,23.17,N001225,1819.7,N001502,S043,489.5,20.88,0
N008695,S012,23.17,N008125,4985.2,N008145,S104,63.1,23.39,0
N008431,S006,23.15,N008477,156.2,N008553,S013,348.5,20.07,0
N008719,S012,23.15,N008125,4806.3,N008145,S104,63.1,23.37,0
N002224,S003,23.1,N003270,3648.4,N003298,S160,116.2,23.26,0
N007210,S014,23.1,N007524,2772.1,N007564,S006,102.0,24.61,0
N007482,S006,23.09,N007488,4006.3,N007474,S170,75.7,22.37,0
N007836,S006,23.07,N007488,4920.2,N007474,S170,75.7,22.35,0
N003509,S005,23.06,N002822,3660.7,N002836,S092,81.5,23.62,0
N004316,S005,23.06,N002822,4401.7,N002836,S092,81.5,23.62,0
N001930,S003,23.03,N003270,2943.8,N003298,S160,116.2,23.19,0
N008785,S012,23.03,N008125,5094.7,N008145,S104,63.1,23.24,0
N008580,S017,23.02,N008055,5398.1,N008094,S104,80.1,23.53,0
N008777,S012,23.02,N008125,5061.1,N008145,S104,63.1,23.24,0
N007678,S006,23.01,N007488,4437.0,N007474,S170,75.7,22.29,0
N000628,S007,23.0,N000922,1201.8,N000925,S004,274.9,11.32,0
N007835,S006,22.97,N007488,4753.7,N007474,S170,75.7,22.25,0
N007638,S006,22.96,N007488,4246.1,N007474,S170,75.7,22.24,0
N007094,S014,22.94,N007524,3558.5,N007564,S006,102.0,24.45,0
N000684,S007,22.91,N001225,1400.5,N001502,S043,489.5,20.62,0
N007919,S006,22.91,N007488,5305.7,N007474,S170,75.7,22.19,0
N007093,S014,22.9,N007524,3475.1,N007564,S006,102.0,24.41,0
N002372,S003,22.89,N003270,3951.4,N003298,S160,116.2,23.05,0
X000112,S006,22.89,N008477,1288.7,N008553,S013,348.5,19.81,0
N001881,S003,22.88,N003270,2850.4,N003298,S160,116.2,23.04,0
X000059,S004,22.88,N001038,4621.6,N000999,S156,85.0,23.39,0
N000596,S004,22.86,N001038,4410.0,N000999,S156,85.0,23.37,0
N008540,S006,22.84,N008527,84.6,N008564,S013,168.1,18.89,0
N002297,S003,22.83,N003270,3687.3,N003298,S160,116.2,23.0,0
N008755,S012,22.81,N008125,4978.9,N008145,S104,63.1,23.02,0
N007147,S014,22.79,N007524,2773.1,N007564,S006,102.0,24.3,0
N000629,S007,22.78,N000922,1133.8,N000925,S004,274.9,11.1,0
N000694,S007,22.78,N001225,1579.7,N001502,S043,489.5,20.49,0
N002363,S003,22.78,N003270,3980.3,N003298,S160,116.2,22.94,0
N007379,S018,22.75,N007641,2490.4,N007605,S143,183.7,23.17,0
N002088,S003,22.72,N003270,3383.9,N003298,S160,116.2,22.88,0
N002373,S003,22.72,N003270,3894.6,N003298,S160,116.2,22.88,0
N004391,S001,22.71,N005298,3998.4,N004766,S002,1536.5,23.58,0
N000720,S007,22.69,N001225,1659.7,N001502,S043,489.5,20.4,0
N002084,S003,22.63,N003270,3406.8,N003298,S160,116.2,22.79,0
N007812,S006,22.62,N007488,4832.5,N007474,S170,75.7,21.9,0
N002033,S003,22.61,N003270,3231.2,N003298,S160,116.2,22.77,0
N007376,S006,22.6,N007488,3549.5,N007474,S170,75.7,21.88,0
N008473,S006,22.58,N008477,157.7,N008553,S013,348.5,19.51,0
N002019,S003,22.57,N003270,3101.7,N003298,S160,116.2,22.73,0
N000615,S004,22.56,N001038,4487.7,N000999,S156,85.0,23.07,0
N007788,S006,22.55,N007488,4782.7,N007474,S170,75.7,21.83,0
N000627,S007,22.54,N000922,1320.8,N000925,S004,274.9,10.86,0
N000707,S004,22.54,N001038,4738.5,N000999,S156,85.0,23.05,0
N001920,S003,22.54,N003270,2805.8,N003298,S160,116.2,22.7,0
N008527,S006,22.54,N008527,0.0,N008564,S013,168.1,18.59,0
N000580,S007,22.52,N001225,1909.6,N001502,S043,489.5,20.23,0
N000761,S016,22.49,N001062,1026.5,N001118,S007,214.1,20.9,0
N002038,S003,22.49,N003270,3155.5,N003298,S160,116.2,22.65,0
N003818,S005,22.49,N002822,3957.9,N002836,S092,81.5,23.05,0
N004868,S005,22.49,N002822,5576.2,N002836,S092,81.5,23.05,0
N003521,S005,22.48,N002822,3587.3,N002836,S092,81.5,23.04,0
N005824,S001,22.48,N005298,9036.2,N004766,S002,1536.5,23.35,0
N002231,S003,22.47,N003270,3567.0,N003298,S160,116.2,22.64,0
N000598,S007,22.46,N000922,1400.3,N000925,S004,274.9,10.79,0
X000015,S007,22.45,N001225,2344.3,N001502,S043,489.5,20.16,0
N000668,S007,22.44,N001225,1352.9,N001502,S043,489.5,20.15,0
N000810,S016,22.44,N001062,925.7,N001118,S007,214.1,20.85,0
N002318,S003,22.44,N003270,3763.3,N003298,S160,116.2,22.6,0
N008494,S006,22.43,N008477,240.3,N008553,S013,348.5,19.36,0
N000672,S007,22.41,N001225,1915.5,N001502,S043,489.5,20.12,0
N002092,S003,22.41,N003270,3292.1,N003298,S160,116.2,22.57,0
N007793,S006,22.4,N007488,4763.9,N007474,S170,75.7,21.68,0
N007782,S006,22.38,N007488,4537.1,N007474,S170,75.7,21.66,0
N007774,S006,22.37,N007488,4661.7,N007474,S170,75.7,21.65,0
N008744,S012,22.35,N008125,4727.4,N008145,S104,63.1,22.57,0
N007657,S006,22.33,N007488,4172.8,N007474,S170,75.7,21.61,0
N000776,S007,22.31,N001225,2030.0,N001502,S043,489.5,20.02,0
N007468,S006,22.3,N007488,3905.7,N007474,S170,75.7,21.58,0
N000640,S004,22.29,N001038,4580.6,N000999,S156,85.0,22.81,0
N000664,S004,22.29,N001038,4668.4,N000999,S156,85.0,22.8,0
N000676,S007,22.29,N001225,1433.4,N001502,S043,489.5,20.0,0
N007771,S006,22.28,N007488,4447.4,N007474,S170,75.7,21.56,0
N008893,S012,22.28,N008125,5574.7,N008145,S104,63.1,22.49,0
N007800,S006,22.25,N007488,4637.7,N007474,S170,75.7,21.53,0
N002057,S003,22.21,N003270,3050.1,N003298,S160,116.2,22.37,0
N008514,S006,22.2,N008514,0.0,N008574,S013,255.1,18.27,0
N007760,S006,22.19,N007488,4564.6,N007474,S170,75.7,21.47,0
N003865,S005,22.15,N002822,3870.1,N002836,S092,81.5,22.71,0
N003902,S005,22.15,N002822,3903.9,N002836,S092,81.5,22.71,0
N005987,S001,22.13,N005298,8715.4,N004766,S002,1536.5,23.0,0
N000682,S007,22.11,N001225,1319.3,N001502,S043,489.5,19.82,0
N002344,S003,22.11,N003270,3807.9,N003298,S160,116.2,22.27,0
N008097,S006,22.11,N007488,5378.6,N007474,S170,75.7,21.39,0
N008455,S006,22.1,N008477,68.6,N008553,S013,348.5,19.03,0
N007123,S014,22.09,N007524,2861.9,N007564,S006,102.0,23.6,0
N007702,S006,22.08,N007488,4346.6,N007474,S170,75.7,21.36,0
N007753,S006,22.06,N007488,4462.4,N007474,S170,75.7,21.34,0
X000114,S006,22.06,N007488,4261.8,N007474,S170,75.7,21.34,0
N000821,S016,22.04,N001062,855.8,N001118,S007,214.1,20.45,0
N003835,S005,22.04,N002822,3828.6,N002836,S092,81.5,22.6,0
N007105,S014,22.02,N007524,3047.2,N007564,S006,102.0,23.53,0
N004095,S005,22.01,N002822,4088.3,N002836,S092,81.5,22.57,0
N004106,S005,22.0,N002822,4108.7,N002836,S092,81.5,22.56,0
N007113,S014,21.99,N007524,3195.0,N007564,S006,102.0,23.5,0
N008717,S012,21.99,N008125,4856.7,N008145,S104,63.1,22.21,0
N008715,S012,21.97,N008125,4863.3,N008145,S104,63.1,22.19,0
N008251,S006,21.93,N007488,5808.2,N007474,S170,75.7,21.21,0
N000833,S016,21.92,N001505,1835.6,N001604,S040,282.5,20.56,0
N007794,S006,21.9,N007488,4534.0,N007474,S170,75.7,21.18,0
N008438,S006,21.89,N007488,6095.5,N007474,S170,75.7,21.17,0
N008765,S012,21.89,N008125,4637.9,N008145,S104,63.1,22.11,0
N001574,S004,21.85,N001038,3564.3,N000999,S156,85.0,22.37,0
N000901,S016,21.84,N001505,1659.0,N001604,S040,282.5,20.48,0
N003814,S005,21.82,N002822,3812.9,N002836,S092,81.5,22.38,0
N008400,S006,21.79,N007488,5880.9,N007474,S170,75.7,21.07,0
N001974,S003,21.78,N003270,2707.4,N003298,S160,116.2,21.94,0
N000890,S016,21.75,N001505,1711.0,N001604,S040,282.5,20.39,0
N007693,S006,21.71,N007488,4164.9,N007474,S170,75.7,20.99,0
N007880,S018,21.71,N007850,256.6,N008099,S012,1048.0,17.59,0
N008414,S006,21.71,N007488,5965.8,N007474,S170,75.7,20.99,0
N000841,S004,21.7,N001038,4020.3,N000999,S156,85.0,22.21,0
N002111,S003,21.7,N003270,3031.8,N003298,S160,116.2,21.86,0
N002278,S003,21.66,N003270,3616.7,N003298,S160,116.2,21.82,0
N007686,S006,21.66,N007488,4080.4,N007474,S170,75.7,20.94,0
N008706,S012,21.66,N008125,4907.2,N008145,S104,63.1,21.88,0
N001004,S016,21.63,N001062,756.4,N001118,S007,214.1,20.03,0
N003547,S005,21.62,N002822,3471.8,N002836,S092,81.5,22.18,0
N008382,S006,21.62,N007488,6089.4,N007474,S170,75.7,20.9,0
N002104,S003,21.61,N003270,3118.9,N003298,S160,116.2,21.77,0
N008319,S006,21.58,N007488,5856.5,N007474,S170,75.7,20.86,0
N008882,S012,21.58,N008125,5481.7,N008145,S104,63.1,21.8,0
N002101,S003,21.57,N003270,3165.7,N003298,S160,116.2,21.73,0
N000708,S004,21.56,N001038,4815.0,N000999,S156,85.0,22.08,0
N008410,S006,21.5,N007488,6011.6,N007474,S170,75.7,20.78,0
N004421,S001,21.49,N005298,3971.1,N004766,S002,1536.5,22.36,0
N008442,S006,21.49,N007488,6062.1,N007474,S170,75.7,20.77,0
N002313,S003,21.47,N003270,3531.7,N003298,S160,116.2,21.63,0
N008810,S012,21.47,N008125,4891.6,N008145,S104,63.1,21.69,0
N007490,S006,21.46,N007488,3995.7,N007474,S170,75.7,20.74,0
N008162,S006,21.45,N007488,5391.0,N007474,S170,75.7,20.73,0
N000974,S021,21.43,N001886,2452.9,N001826,S040,222.7,21.49,0
N000848,S016,21.4,N001062,664.7,N001118,S007,214.1,19.8,0
N004157,S005,21.37,N002822,4240.8,N002836,S092,81.5,21.93,0
N008305,S006,21.37,N007488,5634.4,N007474,S170,75.7,20.65,0
N000916,S016,21.35,N001062,400.6,N001118,S007,214.1,19.75,0
N004534,S001,21.35,N005298,4099.9,N004766,S002,1536.5,22.22,0
N008772,S012,21.35,N008125,4798.5,N008145,S104,63.1,21.57,0
N000897,S016,21.34,N001062,492.0,N001118,S007,214.1,19.75,0
N000822,S016,21.32,N001062,664.7,N001118,S007,214.1,19.73,0
N008281,S006,21.32,N007488,5724.4,N007474,S170,75.7,20.6,0
N008362,S006,21.32,N007488,5984.1,N007474,S170,75.7,20.6,0
N000928,S016,21.31,N001505,1576.0,N001604,S040,282.5,19.95,0
N002191,S003,21.31,N003270,3081.6,N003298,S160,116.2,21.47,0
N002128,S003,21.3,N003270,2961.7,N003298,S160,116.2,21.46,0
N002338,S003,21.3,N003270,3594.3,N003298,S160,116.2,21.46,0
N008136,S006,21.3,N007488,5299.8,N007474,S170,75.7,20.58,0
N008387,S006,21.3,N007488,5915.0,N007474,S170,75.7,20.58,0
N007126,S014,21.29,N007524,3112.6,N007564,S006,102.0,22.8,0
N002328,S003,21.28,N003270,3568.5,N003298,S160,116.2,21.44,0
N000673,S007,21.27,N001225,2039.4,N001502,S043,489.5,18.98,0
N000651,S007,21.26,N001225,1817.6,N001502,S043,489.5,18.97,0
N000671,S007,21.26,N001225,1770.1,N001502,S043,489.5,18.97,0
N002226,S003,21.26,N003270,3129.6,N003298,S160,116.2,21.42,0
N002291,S003,21.26,N003270,3448.6,N003298,S160,116.2,21.42,0
N008303,S006,21.26,N007488,5762.7,N007474,S170,75.7,20.54,0
N008477,S006,21.26,N008477,0.0,N008553,S013,348.5,18.18,0
N002269,S003,21.24,N003270,3214.5,N003298,S160,116.2,21.4,0
N005739,S001,21.24,N005298,7977.9,N004766,S002,1536.5,22.1,0
N008798,S012,21.24,N008125,4835.3,N008145,S104,63.1,21.46,0
N000635,S004,21.23,N001038,4210.6,N000999,S156,85.0,21.75,0
N002301,S003,21.22,N003270,3314.1,N003298,S160,116.2,21.38,0
N007797,S006,21.21,N007488,4484.2,N007474,S170,75.7,20.49,0
N000611,S007,21.2,N001225,1677.5,N001502,S043,489.5,18.91,0
N008336,S006,21.2,N007488,5898.1,N007474,S170,75.7,20.48,0
N008348,S006,21.19,N007488,5711.9,N007474,S170,75.7,20.47,0
N007413,S006,21.18,N007488,3333.1,N007474,S170,75.7,20.46,0
N007591,S006,21.18,N007488,3883.8,N007474,S170,75.7,20.46,0
N008080,S006,21.18,N007488,5216.2,N007474,S170,75.7,20.46,0
N008702,S017,21.18,N008055,4853.7,N008094,S104,80.1,21.68,0
N002268,S003,21.17,N003270,3291.1,N003298,S160,116.2,21.33,0
N008321,S006,21.17,N007488,5643.9,N007474,S170,75.7,20.45,0
N001301,S004,21.16,N001038,3453.7,N000999,S156,85.0,21.67,0
N002131,S003,21.15,N003270,2865.3,N003298,S160,116.2,21.32,0
N002366,S003,21.15,N003270,3670.2,N003298,S160,116.2,21.31,0
N001449,S004,21.14,N001038,3376.8,N000999,S156,85.0,21.65,0
N008782,S012,21.13,N008125,4755.4,N008145,S104,63.1,21.35,0
N008271,S006,21.12,N007488,5624.9,N007474,S170,75.7,20.4,0
N002249,S003,21.11,N003270,3248.0,N003298,S160,116.2,21.28,0
N002130,S003,21.08,N003270,2854.8,N003298,S160,116.2,21.24,0
N004731,S001,21.07,N005298,4174.1,N004766,S002,1536.5,21.94,0
N004640,S001,21.06,N005298,4115.0,N004766,S002,1536.5,21.93,0
N008296,S006,21.04,N007488,5546.3,N007474,S170,75.7,20.32,0
N008364,S006,21.03,N007488,5765.6,N007474,S170,75.7,20.31,0
N002320,S003,21.02,N003270,3376.5,N003298,S160,116.2,21.18,0
N004627,S001,21.02,N005298,4148.8,N004766,S002,1536.5,21.89,0
N000731,S007,21.01,N001225,1176.5,N001502,S043,489.5,18.72,0
N004660,S001,20.99,N005298,4030.1,N004766,S002,1536.5,21.86,0
N006024,S001,20.98,N005298,7317.1,N004766,S002,1536.5,21.85,0
N000880,S016,20.97,N001062,511.5,N001118,S007,214.1,19.38,0
N000943,S016,20.97,N001505,1539.2,N001604,S040,282.5,19.6,0
N008257,S006,20.97,N007488,5635.1,N007474,S170,75.7,20.25,0
N007473,S006,20.96,N007488,3939.8,N007474,S170,75.7,20.24,0
N008316,S006,20.96,N007488,5813.5,N007474,S170,75.7,20.24,0
N004582,S001,20.95,N005298,4017.2,N004766,S002,1536.5,21.82,0
N002058,S003,20.93,N003270,2684.0,N003298,S160,116.2,21.09,0
X000078,S012,20.93,N008125,5030.1,N008145,S104,63.1,21.15,0
N008712,S017,20.92,N008055,4748.6,N008094,S104,80.1,21.42,0
N000837,S016,20.91,N001062,615.4,N001118,S007,214.1,19.32,0
N004611,S001,20.9,N005298,3938.3,N004766,S002,1536.5,21.77,0
N000644,S007,20.89,N001225,2101.3,N001502,S043,489.5,18.6,0
N008852,S012,20.88,N008125,4996.9,N008145,S104,63.1,21.1,0
N000687,S007,20.87,N001225,1484.3,N001502,S043,489.5,18.58,0
N007868,S006,20.86,N007488,4594.4,N007474,S170,75.7,20.14,0
N000939,S016,20.84,N001062,507.9,N001118,S007,214.1,19.25,0
N001394,S004,20.84,N001038,3497.3,N000999,S156,85.0,21.35,0
N008225,S006,20.84,N007488,5370.5,N007474,S170,75.7,20.12,0
N008261,S006,20.84,N007488,5461.5,N007474,S170,75.7,20.12,0
N008370,S006,20.84,N007488,5828.6,N007474,S170,75.7,20.12,0
N008621,S017,20.84,N008055,5207.3,N008094,S104,80.1,21.35,0
N007118,S014,20.83,N007524,2956.5,N007564,S006,102.0,22.34,0
N007191,S014,20.83,N007524,2462.6,N007564,S006,102.0,22.34,0
N000834,S016,20.82,N001062,778.4,N001118,S007,214.1,19.23,0
N001083,S021,20.82,N001886,2328.9,N001826,S040,222.7,20.88,0
N007139,S014,20.82,N007524,2874.5,N007564,S006,102.0,22.33,0
N008266,S006,20.82,N007488,5582.1,N007474,S170,75.7,20.1,0
N000780,S007,20.81,N001225,1374.3,N001502,S043,489.5,18.52,0
N008288,S006,20.8,N007488,5540.2,N007474,S170,75.7,20.08,0
N004168,S005,20.78,N002822,4186.2,N002836,S092,81.5,21.34,0
N008207,S006,20.78,N007488,5334.7,N007474,S170,75.7,20.06,0
