Pipe,US manhole,DS manhole,US invert (m),DS invert (m),US depth (m),DS depth (m),Length (m),DN (mm),Material,Laid gradient (%),Minimum gradient (%),Gradient set by,Diameter set by,Peak factor,PF method,Qadf (m3/d),Qpeak (L/s),Velocity (m/s),d/D,Self-cleansing by,Tier,Package,Confidence
E0033658,N0033905,N0033906,390.054711,389.972152,1.550849,1.726243,16.511886,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.1596,0.090697,0.170755,0.050707,tractive,lateral,P363,derived
E0033659,N0033906,N0033907,389.972152,389.930439,1.726243,1.788677,5.958887,200,PVC-U,0.7,0.5,table11,minimum,3.6221,held,2.1596,0.090835,0.191688,0.046956,tractive,lateral,P363,derived
E0033660,N0033907,N0033908,389.930439,389.873853,1.788677,1.874163,11.317292,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.1596,0.090884,0.170873,0.050753,tractive,lateral,P363,derived
E0033661,N0033908,N0033909,389.873853,389.805874,1.874163,2.00571,13.595725,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.1596,0.090979,0.170933,0.050777,tractive,lateral,P363,derived
E0033662,N0033909,N0033360,389.805874,389.72798,2.00571,2.136308,15.578829,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.1596,0.091092,0.171004,0.050805,tractive,lateral,P363,derived
E0033663,N0033910,N0033911,389.447872,389.291049,2.74387,2.657986,31.364571,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,14.2327,0.599228,0.315321,0.120382,tractive,lateral,P363,derived
E0033664,N0033911,N0033365,389.291049,389.185724,2.657986,2.881445,21.065059,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,14.2327,0.599489,0.315364,0.120406,tractive,lateral,P363,derived
E0033665,N0033912,N0033913,390.706927,390.587501,1.55,1.587517,23.885254,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P363,derived
E0033666,N0033913,N0033365,390.587501,390.423052,1.587517,1.644117,32.889825,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,1.4832,0.062379,0.150504,0.042909,tractive,lateral,P363,derived
E0033667,N0033914,N0033407,388.023661,387.540806,2.388662,2.395626,87.791827,200,PVC-U,0.55,0.5,uniform,minimum,3.4774,merrimack,105.8552,4.269352,0.590583,0.306369,tractive,main,P397,provisional
E0033668,N0033915,N0033916,390.356311,390.26181,1.551038,1.794068,18.900141,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,0.7416,0.03109,0.118459,0.031568,tractive,lateral,P363,derived
E0033669,N0033916,N0033917,390.26181,390.15657,1.794068,1.959335,21.0479,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.031248,0.118668,0.031638,tractive,lateral,P363,derived
E0033670,N0033917,N0033370,390.15657,390.011157,1.959335,1.769055,29.082648,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.031423,0.118899,0.031715,tractive,lateral,P363,derived
E0033671,N0033918,N0033919,384.760606,384.614233,4.218948,4.564173,29.274562,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,37.4642,1.574096,0.425054,0.190785,tractive,main,P413,provisional
E0033672,N0033919,N0033408,384.614233,384.473521,4.564173,4.730215,28.142446,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.6238,1.664875,0.432332,0.196059,tractive,main,P413,provisional
E0033673,N0033920,N0033921,388.554084,388.459216,1.550896,1.554639,12.649111,200,PVC-U,0.75,0.5,cover_min,minimum,3.6221,held,4.3191,0.181069,0.246836,0.063046,tractive,lateral,P413,provisional
E0033674,N0033921,N0033922,388.459216,388.387105,1.554639,1.591747,14.422205,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,7.5585,0.316976,0.257485,0.089531,tractive,lateral,P413,provisional
E0033675,N0033922,N0033414,388.387105,388.306482,1.591747,1.577063,16.124515,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,7.5585,0.317096,0.257516,0.089546,tractive,lateral,P413,provisional
E0033676,N0033923,N0033924,389.406665,389.056665,1.55,1.750616,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,3.5785,0.150021,0.201836,0.063609,tractive,lateral,P397,provisional
E0033677,N0033924,N0033925,389.056665,388.706665,1.750616,1.924103,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,14.413,0.604812,0.316243,0.120907,tractive,lateral,P397,provisional
E0033678,N0033925,N0033926,388.706665,388.356665,1.924103,2.324213,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,19.8119,0.831731,0.349394,0.140505,tractive,lateral,P397,provisional
E0033679,N0033926,N0033927,388.356665,388.006665,2.324213,2.378558,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,24.131,1.013384,0.371457,0.154344,tractive,lateral,P397,provisional
E0033680,N0033927,N0033928,388.006665,387.656665,2.378558,2.489667,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,30.6097,1.28557,0.399635,0.172988,tractive,lateral,P397,provisional
E0033681,N0033928,N0033407,387.656665,387.407157,2.489667,2.529275,49.90159,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,37.0884,1.557757,0.423711,0.189821,tractive,lateral,P397,provisional
E0033682,N0033929,N0033930,388.821293,388.729755,1.630611,1.635296,16.643317,200,PVC-U,0.55,0.5,cover_min,minimum,3.6221,held,3.2393,0.135802,0.201816,0.059476,tractive,lateral,P413,provisional
E0033683,N0033930,N0033931,388.729755,388.665615,1.635296,1.591923,11.661904,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,4.3191,0.181207,0.221925,0.067781,tractive,lateral,P413,provisional
E0033684,N0033931,N0033932,388.665615,388.586867,1.591923,1.683214,14.317821,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,5.3989,0.226572,0.238723,0.075047,tractive,lateral,P413,provisional
E0033685,N0033932,N0033933,388.586867,388.522726,1.683214,1.627268,11.661904,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,6.4787,0.271958,0.253291,0.081591,tractive,lateral,P413,provisional
E0033686,N0033933,N0033934,388.522726,388.435763,1.627268,1.709622,15.811388,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,6.4787,0.272056,0.253321,0.081605,tractive,lateral,P413,provisional
E0033687,N0033934,N0033935,388.435763,388.299146,1.709622,1.801196,24.839485,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,9.718,0.407989,0.288553,0.098376,tractive,lateral,P413,provisional
E0033688,N0033935,N0033414,388.299146,388.175549,1.801196,1.707996,22.472205,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,9.718,0.408196,0.2886,0.098399,tractive,lateral,P413,provisional
E0033689,N0033936,N0033937,389.361739,389.241952,1.550279,1.937705,23.957509,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,0.7416,0.03109,0.118459,0.031568,tractive,lateral,P363,derived
E0033690,N0033937,N0033938,389.241952,389.026597,1.937705,2.901931,43.070977,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.03129,0.118724,0.031657,tractive,lateral,P363,derived
E0033691,N0033938,N0033939,389.026597,388.855137,2.901931,2.861691,34.292067,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.031649,0.119196,0.031815,tractive,lateral,P363,derived
E0033692,N0033939,N0033370,388.855137,388.692917,2.861691,3.087295,32.443828,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.031934,0.119569,0.03194,tractive,lateral,P363,derived
E0033693,N0033940,N0033941,387.313215,387.151274,2.833116,3.066621,32.388269,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,16.1967,0.680709,0.328204,0.127815,tractive,lateral,P413,provisional
E0033694,N0033941,N0033942,387.151274,386.999152,3.066621,3.076104,30.424312,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,18.3563,0.771513,0.341308,0.135594,tractive,lateral,P413,provisional
E0033695,N0033942,N0033943,386.999152,386.649152,3.076104,3.399187,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,18.3563,0.771766,0.341343,0.135615,tractive,lateral,P413,provisional
E0033696,N0033943,N0033944,386.649152,386.299152,3.399187,3.405193,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,19.4361,0.817617,0.347538,0.13937,tractive,lateral,P413,provisional
E0033697,N0033944,N0033945,386.299152,385.949152,3.405193,3.332067,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,24.5324,1.031854,0.373533,0.15568,tractive,lateral,P413,provisional
E0033698,N0033945,N0033408,385.949152,385.899894,3.332067,3.303842,9.851753,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,29.6288,1.24609,0.395838,0.170411,tractive,lateral,P413,provisional
E0033699,N0033946,N0033470,377.464487,377.033979,9.260397,9.407152,86.101483,200,PVC-U,0.5,0.5,table11,minimum,3.4462,merrimack,114.0554,4.565271,0.581622,0.325197,tractive,main,P428,provisional
E0033700,N0033947,N0033471,391.828014,391.420461,4.316425,4.630778,81.510755,200,PVC-U,0.5,0.5,table11,minimum,3.2816,merrimack,170.8876,6.504483,0.641924,0.39244,tractive,main,P412,provisional
E0033701,N0033948,N0033949,395.86333,395.46333,1.55,1.581165,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,5.3989,0.226336,0.230917,0.076702,tractive,lateral,P412,provisional
E0033702,N0033949,N0033950,395.430727,394.990727,1.613767,1.607783,80.0,200,PVC-U,0.55,0.5,cover_min,minimum,3.6221,held,15.1169,0.634407,0.331879,0.120866,tractive,lateral,P412,provisional
E0033703,N0033950,N0033951,394.990727,394.550727,1.607783,1.564263,80.0,200,PVC-U,0.55,0.5,ground,minimum,3.6221,held,23.7552,0.997212,0.382175,0.149673,tractive,lateral,P412,provisional
E0033704,N0033951,N0033471,394.550727,394.469912,1.564263,1.581327,14.693772,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,26.9945,1.13368,0.397608,0.159123,tractive,lateral,P412,provisional
E0033705,N0033952,N0033953,391.90024,391.65024,4.403014,4.879271,50.0,200,PVC-U,0.5,0.5,table11,minimum,3.6097,merrimack,77.7442,3.255606,0.5277,0.273404,tractive,lateral,P412,provisional
E0033706,N0033953,N0033474,391.65024,391.394021,4.879271,5.294822,51.243679,200,PVC-U,0.5,0.5,table11,minimum,3.571,merrimack,85.0002,3.521036,0.539857,0.284502,tractive,lateral,P412,provisional
E0033707,N0033954,N0033485,386.878669,386.814377,1.550316,1.598129,12.858407,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P428,provisional
E0033708,N0033955,N0033956,389.830403,389.470403,7.87611,7.889338,90.0,250,PVC-U,0.4,0.375,table11,minimum,2.7739,merrimack,685.3917,22.110372,0.801422,0.606435,velocity,sub main,P412,provisional
E0033709,N0033956,N0033474,389.470403,389.107491,7.889338,7.581352,90.727961,250,PVC-U,0.4,0.375,table11,minimum,2.7703,merrimack,692.9501,22.324288,0.803076,0.610312,velocity,sub main,P412,provisional
E0033710,N0033957,N0033958,379.929994,379.886093,9.225249,9.13408,9.755933,315,HDPE,0.45,0.27,table11,dod,2.6393,merrimack,1034.142,31.694332,0.920128,0.499196,velocity,sub main,P428,provisional
E0033711,N0033958,N0033959,379.886093,379.844093,9.13408,9.150964,4.0,315,HDPE,1.05,0.27,table11,minimum,2.6393,merrimack,1034.142,31.694414,1.261623,0.39228,velocity,sub main,P428,provisional
E0033712,N0033959,N0033960,379.844093,379.765933,9.150964,8.936917,26.053211,315,HDPE,0.3,0.27,table11,minimum,2.6389,merrimack,1035.2218,31.723438,0.787848,0.565605,velocity,sub main,P428,provisional
E0033713,N0033960,N0033961,379.765933,379.720376,8.936917,8.859854,13.016163,315,HDPE,0.35,0.27,table11,minimum,2.6383,merrimack,1037.3814,31.781627,0.836563,0.539572,velocity,sub main,P428,provisional
E0033714,N0033961,N0033962,379.720376,379.630828,8.859854,8.830537,25.585367,315,HDPE,0.35,0.27,uniform,minimum,2.6383,merrimack,1037.3814,31.781735,0.836564,0.539573,velocity,sub main,P428,provisional
E0033715,N0033962,N0033485,379.630828,379.547231,8.830537,8.865275,23.884713,315,HDPE,0.35,0.27,uniform,minimum,2.6383,merrimack,1037.3814,31.781948,0.836565,0.539575,velocity,sub main,P428,provisional
E0033716,N0033963,N0033964,384.682988,384.282988,1.618068,1.712893,80.0,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,3.2393,0.135802,0.19531,0.060807,tractive,lateral,P428,provisional
E0033717,N0033964,N0033965,384.282988,383.882988,1.712893,1.846108,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,11.8776,0.498606,0.297538,0.110462,tractive,lateral,P428,provisional
E0033718,N0033965,N0033966,383.882988,383.832988,1.846108,1.861135,10.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,15.1169,0.635074,0.321135,0.12371,tractive,lateral,P428,provisional
E0033719,N0033966,N0033967,383.832988,383.790754,1.861135,1.948107,7.038954,200,PVC-U,0.6,0.5,table11,minimum,3.6221,held,16.1967,0.680425,0.34971,0.12234,tractive,lateral,P428,provisional
E0033720,N0033967,N0033968,383.790754,383.390754,1.948107,2.789147,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,19.4361,0.816285,0.347362,0.139263,tractive,lateral,P428,provisional
E0033721,N0033968,N0033969,383.390754,382.990754,2.789147,3.494079,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,22.6754,0.952753,0.364439,0.149871,tractive,lateral,P428,provisional
E0033722,N0033969,N0033470,382.990754,382.89298,3.494079,3.548151,19.554754,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,26.9945,1.134489,0.384604,0.162905,tractive,lateral,P428,provisional
E0033723,N0033970,N0033477,389.737853,389.287844,4.857392,5.530363,90.001856,200,PVC-U,0.5,0.5,table11,minimum,3.4,merrimack,127.4875,5.027446,0.597686,0.342027,tractive,main,P412,provisional
E0033724,N0033971,N0033972,390.064086,389.664086,1.834443,2.009681,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.5919,merrimack,80.9836,3.373278,0.533181,0.278369,tractive,main,P428,provisional
E0033725,N0033972,N0033973,389.664086,389.264086,2.009681,2.43849,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.5694,merrimack,85.3027,3.531279,0.540312,0.284924,tractive,main,P428,provisional
E0033726,N0033973,N0033974,389.264086,388.864086,2.43849,2.374836,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.543,merrimack,90.7016,3.727269,0.548818,0.292888,tractive,main,P428,provisional
E0033727,N0033974,N0033501,388.864086,388.783144,2.374836,2.406615,16.188476,200,PVC-U,0.5,0.5,table11,minimum,3.543,merrimack,90.7016,3.727935,0.548846,0.292915,tractive,main,P428,provisional
E0033728,N0033975,N0033976,394.760913,394.360913,1.55,1.695148,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,5.3989,0.226336,0.230917,0.076702,tractive,lateral,P412,provisional
E0033729,N0033976,N0033977,394.360913,393.960913,1.695148,1.699579,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,17.9548,0.75338,0.338784,0.134079,tractive,lateral,P412,provisional
E0033730,N0033977,N0033978,393.960913,393.560913,1.699579,1.757935,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,23.3538,0.980382,0.367676,0.151926,tractive,lateral,P412,provisional
E0033731,N0033978,N0033979,393.560913,393.160913,1.757935,1.852545,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,26.5931,1.116851,0.382755,0.161687,tractive,lateral,P412,provisional
E0033732,N0033979,N0033477,393.160913,393.042864,1.852545,1.775343,23.609851,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,28.7527,1.208052,0.392095,0.16789,tractive,lateral,P412,provisional
E0033733,N0033980,N0033981,372.34515,372.09515,8.09409,8.602757,50.0,200,PVC-U,0.5,0.5,table11,minimum,3.368,merrimack,137.8561,5.396187,0.609656,0.355048,tractive,main,P384,provisional
E0033734,N0033981,N0033509,372.09515,371.840268,8.602757,8.892948,50.976409,200,PVC-U,0.5,0.5,table11,minimum,3.3648,merrimack,138.9358,5.433585,0.610832,0.356351,tractive,main,P384,provisional
E0033735,N0033982,N0033983,378.0962,377.6462,1.555625,2.433573,90.0,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,6.8179,0.285822,0.249045,0.085365,tractive,lateral,P384,provisional
E0033736,N0033983,N0033984,377.6462,377.1962,2.433573,3.202421,90.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,24.3713,1.022456,0.37248,0.155002,tractive,lateral,P384,provisional
E0033737,N0033984,N0033985,377.1962,376.7462,3.202421,3.977463,90.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,33.6879,1.413782,0.411402,0.181108,tractive,lateral,P384,provisional
E0033738,N0033985,N0033509,376.7462,376.703777,3.977463,4.029438,8.484635,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,33.6879,1.414532,0.411469,0.181155,tractive,lateral,P384,provisional
E0033739,N0033986,N0033987,390.882475,390.482475,1.596376,1.645912,80.0,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,7.5585,0.31687,0.257457,0.089517,tractive,lateral,P428,provisional
E0033740,N0033987,N0033988,390.482475,390.082475,1.645912,1.792616,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,14.0372,0.58914,0.31364,0.119427,tractive,lateral,P428,provisional
